airline_sentiment,airline_sentiment_confidence,airline,text
negative,1.0,United,@united Why do I have to pay $ 17 for wifi with an international business ticket? #pennypincher
negative,1.0,United,@united Why isn't the flight status updated to delayed UA1532 no board
negative,1.0,United,"@united Why tell us flight is delayed, then tell us it's on time again with 20 min to spare? Don't say it's delayed unless you're sure!"
negative,1.0,United,@united Why was I forced to check my rollaboard on UA 715? Plenty of room in the overhead next to my seat. http://t.co/5xvNnmLTiW
negative,1.0,United,@united Without baggage for 5 days and can't get an update from Houston airport since Monday. Worst service ever!
negative,1.0,United,"@united Would be nice if @staralliance partner tickets that don't provide full PQM credit are more obvious before purchase. Lost 1,200 miles"
negative,1.0,United,@united Y do U not reply to customer refund forms??????????? #unitedairlines
negative,1.0,United,@united YOU SUCK!
negative,1.0,United,"@united Yeah, I tried that about 10 times for two different tickets, and it told me to ""Try again Late Flightr""."
negative,1.0,United,"@united Yeah, bag is on the way. As per usual. I'm actually getting used to getting it delivered to me, its kind of nice in a sense."
negative,1.0,United,"@united Yes, myself and about 200 other people also."
negative,1.0,United,"@united Yes, though they have not located the bag yet. It was a lovely flight outside of that."
negative,1.0,United,@united Yes. Did file a claim as soon as the carousel stopped without my bag on it. Got an email that its found but not sched for delivery
negative,1.0,United,@united Yes. Doesn't make that mistake any less absurd. Doesn't change the fact that I'm very inconveniently missing my luggage tonight.
negative,1.0,United,@united Yo yo yo stuck on the tarmac for over 2 hours at @fly2ohare ... Going to miss my ride at @flypdx help please! #HelpImStuck #United
negative,1.0,United,"@united You cause me to miss my flight telling me it already left when it had not. No empathy from gate staff or crew, no apology. Really?"
negative,1.0,United,@united You guys are atrocious. Far better service as silver on Delta than you as a platinum. I'll be switching back to delta.
negative,1.0,United,@united You make it hard to fly with you. Delayed over an hour and now the plane is turning around &amp; heading back to the gate. #connection?
negative,1.0,United,@united You really should clean the food and coffee stains off of the area around the seats when new passengers come aboard. Gross!
negative,1.0,United,@united You suck. Flight delayed equipment probs again. Miss connection by 2 minutes and you won't let us on even though it's at the gate.
negative,1.0,United,@united Your MileagePlus signup page is broken.
negative,1.0,United,"@united Your baggage tracking system is worthless! It tells me nothing about where the bag is, much less what your plans are to get it to me"
negative,1.0,United,"@united Your new mileage policy is awful. Before, I might have paid slightly more for United because of miles. Now there's no difference."
negative,1.0,United,@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.
negative,1.0,United,@united ^GJ I do believe that this is hands down the worst service I've EVER experienced. Makes @comcast look amazing. #UnitedAirlines
negative,1.0,United,@united ^GJ I will. You have to agree that 7+ hours Late Flight for arrival is unacceptable. I only hope and pray my bag is here.
negative,1.0,United,"@united a baby shit its pants half way through my flight and it smelled like shit, what are you going to do about this?"
negative,1.0,United,"@united a) she's an international. Her phone is on the fritz, I had to get to Chicago from nearly 4 hrs away to figure everything out."
negative,1.0,United,@united after 6 hour plus delay from #WashingtonDC finally on flight to #Edinburgh all very tired
negative,1.0,United,"@united after a Cancelled Flighted flight, and 2 delays, you lost my luggage AGAIN! You're the WORST! Disgraceful! Awful company, horrible service!"
negative,1.0,United,@united after waiting for over an hour we finally board the airplane only to find out we have to call maintenance. And this plane is cold.😡
negative,1.0,United,"@united again HORRIBLE service, again attitude when asked for information, again you make me not want to fly UNITED ever. #platinummember"
negative,1.0,United,"@united again I ask, who can I call to get this fixed? Tweeting me BS questions to stall only makes things worse. Phone number please."
negative,1.0,United,"@united agent, ""You should use the bathroom before boarding.. Toilets onboard are full."" Oh you can expected a strongly worded email FUnited"
negative,1.0,United,@united already done that. the answer i got was... oops we can give you miles and we're very sorry. but who pays for my discomfort for 9 h?
negative,1.0,United,@united always a fucken nightmare with your airline. #fail #lazy #alwaysLate Flight #worstairlineever
negative,1.0,United,@united always happy to start my life with my new wife with a 5 hr travel delay due to MAINTENECE and it would appear incompetence
negative,1.0,United,@united and after being on hold for an hour the day before to sort it out and being told it's fine it should be fine when you arrive to fly
negative,1.0,United,@united and was told that its been the case for weeks but is still not resolved.
negative,1.0,United,@united annnnddddd I'm going to lose my first class seat on the flight they shuffle me to
negative,1.0,United,@united another week has passed and I hoped that I would have had a response by now
negative,1.0,United,@united any chance you can troubleshoot check ins at @FlyYOW ? We're at 20 minutes per person.
negative,1.0,United,"@united any way you can help me find a flight to LAS? Stuck in DIA, sat on plane 2 hrs, now been waiting an hour for an update."
negative,1.0,United,@united appreciate getting put on hold for 20min and then getting hung up on because I was requesting help for big group. I'll try #Delta
negative,1.0,United,"@united appreciate it, but changing time by 10 min multiple times 6 hours before flight is just annoying and seems like you have 0 clue"
negative,1.0,United,"@united assistance with what, the attitude of your staff no matter which airport we are at?"
negative,1.0,United,@united at MSP w/3 employees trying to check in several hundred and the line is crazy might miss our plane be sure to thank these employees
negative,1.0,United,"@united at its worse. Can't figure how to pack plane, screws up connectns then claims no hotl rooms in San Fran for stranded pax. Way to go!"
negative,1.0,United,@united at what pt do u just Cancelled Flight! Finally got stndby 4 1pm flight. What a day! #missedWork #clientNotHappy http://t.co/sUPrLfOi8T
negative,1.0,United,"@united b) I contacted you directly, and the phone service was Laissez Faire at best. The problem isn't a Cancelled Flightled a flight."
negative,1.0,United,@united b/c of your delay now you are oversold by 14 passengers?!??? This is a mess! What are you going to do to compensate?
negative,1.0,United,"@united bags left behind because plane overweight, be great if knew as soon as we landed, instead letting us wait 45 minutes with no info."
negative,1.0,United,"@united because of the horrific flight experience, you guys have made me NEVER want to fly on an airplane every again!!!!!!!"
negative,1.0,United,"@united been good 15yr ""friendly skies"" relationship. 2day agent told me I'm ""only Canadian"" and thus not good enough for military preboard"
negative,1.0,United,@united been sitting on this plane 3:15 unreal. When will my 2+ day nightmare end?
negative,1.0,United,"@united besides landing the plane, overall customer service experience has been poor. Late Flight and rude workers plus missing luggage"
